"lessonTitle","lessonId","userId","factText","factAnswer","fileName","fileType","fileId","factId","presentationStartTime","presentationDuration","reactionTime","sessionTime","correct","givenResponse","backSpaceUsed","backSpacedFirstLetter","numberOfChoices","lookAheadTime","forgetThreshold","maxAlpha","minAlpha","keyCode","keyCharacter","keyTime","sessionId","aggregateResponse"
"English-Swahili A",1266,60556,"pearl","lulu",,,,57495,1625573695036,3076,1472,65881,TRUE,"lulu",TRUE,FALSE,0,15000,-0.8,0.5,0.15,"76;85;76;76;85;8;8;85","L;U;L;L;U;;;U","1625573696508;1625573696668;1625573696720;1625573697110;1625573697409;1625573697764;1625573697918;1625573698008","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"tailor","mshoni",,,,60265,1625573699125,5159,5159,72053,TRUE,"",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"","","","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"dog","mbwa",,,,57494,1625573704286,4560,2906,76615,FALSE,"bhawa",TRUE,FALSE,0,15000,-0.8,0.5,0.15,"66;72;87;65;8;8;65;87;65","B;H;W;A;;;A;W;A","1625573707192;1625573707297;1625573707455;1625573707595;1625573708334;1625573708488;1625573708617;1625573708721;1625573708842","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"tailor","mshoni",,,,60265,1625573711309,8572,7922,87650,FALSE,"lulu",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"76;85;76;85","L;U;L;U","1625573719231;1625573719410;1625573719580;1625573719739","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"cloud","wingu",,,,57496,1625573723544,2148,1539,93461,TRUE,"wingu",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"87;73;78;71;85","W;I;N;G;U","1625573725083;1625573725192;1625573725365;1625573725479;1625573725543","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"economy","iktisadi",,,,57497,1625573726708,2824,1658,97301,FALSE,"itshwala",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"73;84;83;72;87;65;76;65","I;T;S;H;W;A;L;A","1625573728366;1625573728585;1625573728820;1625573728903;1625573729222;1625573729313;1625573729405;1625573729492","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"knee","goti",,,,57498,1625573731862,2447,2033,102078,FALSE,"golu",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"71;79;76;85","G;O;L;U","1625573733895;1625573733956;1625573734136;1625573734290","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"leech","ruba",,,,57501,1625573736098,2275,2275,106142,TRUE,"",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"","","","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"bull","fahali",,,,60264,1625573738376,3131,1651,109276,FALSE,"itshiwadi",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"73;84;83;72;73;87;65;68;73","I;T;S;H;I;W;A;D;I","1625573740027;1625573740398;1625573740635;1625573740849;1625573740938;1625573741093;1625573741197;1625573741362;1625573741388","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"leech","ruba",,,,57501,1625573743438,6093,5135,117300,FALSE,"fula",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"70;85;76;65","F;U;L;A","1625573748573;1625573748640;1625573748902;1625573749266","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"dog","mbwa",,,,57494,1625573752793,6511,5617,127073,FALSE,"bahawi",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"66;65;72;65;87;73","B;A;H;A;W;I","1625573758410;1625573758575;1625573758715;1625573758874;1625573758983;1625573759088","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"tailor","mshoni",,,,60265,1625573760801,4284,3222,132854,FALSE,"ishiwadi",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"73;83;72;73;87;65;68;73","I;S;H;I;W;A;D;I","1625573764023;1625573764208;1625573764338;1625573764521;1625573764666;1625573764777;1625573764916;1625573764937","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"flavor","ladha",,,,60266,1625573766527,2641,2641,136937,TRUE,"",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"","","","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"forgery","ubini",,,,60267,1625573769171,3006,3006,139946,TRUE,"",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"","","","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"flavor","ladha",,,,60266,1625573772181,2861,2111,142811,FALSE,"ladwa",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"76;65;68;87;65","L;A;D;W;A","1625573774292;1625573774498;1625573774609;1625573774933;1625573775031","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"forgery","ubini",,,,60267,1625573777417,1909,1241,147095,TRUE,"ubini",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"85;66;73;78;73","U;B;I;N;I","1625573778658;1625573778783;1625573778937;1625573779090;1625573779189","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"economy","iktisadi",,,,57497,1625573780331,4588,2659,152688,FALSE,"itschiwa",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"73;84;83;67;72;73;87;65","I;T;S;C;H;I;W;A","1625573782990;1625573783144;1625573783406;1625573783644;1625573784564;1625573784665;1625573784768;1625573784850","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"knee","goti",,,,57498,1625573788185,3011,1961,158965,FALSE,"gulu",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"71;85;76;85","G;U;L;U","1625573790146;1625573790228;1625573790870;1625573791029","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"bull","fahali",,,,60264,1625573792364,14685,3408,174818,FALSE,"fali",TRUE,FALSE,0,15000,-0.8,0.5,0.15,"70;79;8;72;65;8;79;83;73;8;8;8;8;85;8;65;76;8;8;65;76;73","F;O;;H;A;;O;S;I;;;;;U;;A;L;;;A;L;I","1625573795772;1625573795935;1625573797355;1625573797894;1625573798069;1625573799131;1625573799552;1625573799717;1625573799815;1625573800713;1625573800882;1625573801051;1625573801430;1625573802376;1625573802865;1625573803110;1625573803458;1625573804269;1625573804423;1625573806109;1625573806715;1625573806893","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"dog","mbwa",,,,57494,1625573810016,2761,2024,180546,FALSE,"mbawa",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"77;66;65;87;65","M;B;A;W;A","1625573812040;1625573812193;1625573812487;1625573812632;1625573812726","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"leech","ruba",,,,57501,1625573814660,2614,2614,185043,FALSE,"",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"","","","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"tailor","mshoni",,,,60265,1625573818751,3434,2496,189954,FALSE,"ishiwa",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"73;83;72;73;87;65","I;S;H;I;W;A","1625573821247;1625573821462;1625573821817;1625573821905;1625573822061;1625573822161","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"economy","iktisadi",,,,57497,1625573823562,3111,1371,194442,FALSE,"ichiwa",TRUE,FALSE,0,15000,-0.8,0.5,0.15,"73;83;8;67;72;73;87;65","I;S;;C;H;I;W;A","1625573824933;1625573825238;1625573825760;1625573825910;1625573826055;1625573826264;1625573826530;1625573826665","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"knee","goti",,,,57498,1625573828065,3166,2688,199000,FALSE,"gonu",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"71;79;78;85","G;O;N;U","1625573830753;1625573830813;1625573830966;1625573831073","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"flavor","ladha",,,,60266,1625573832794,3846,3148,204409,FALSE,"a",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"65","A","1625573835942","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"dog","mbwa",,,,57494,1625573838134,2264,1628,208167,TRUE,"mbwa",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"77;66;87;65","M;B;W;A","1625573839762;1625573839989;1625573840231;1625573840299","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"bull","fahali",,,,60264,1625573841405,8540,5202,217714,FALSE,"fahli",TRUE,FALSE,0,15000,-0.8,0.5,0.15,"70;79;8;65;76;8;72;76;73","F;O;;A;L;;H;L;I","1625573846607;1625573847557;1625573848439;1625573848729;1625573848848;1625573849257;1625573849480;1625573849690;1625573849824","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"forgery","ubini",,,,60267,1625573851476,2154,2154,221399,FALSE,"",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"","","","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"economy","iktisadi",,,,57497,1625573855371,3419,1567,226559,FALSE,"itschina",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"73;84;83;67;72;73;78;65","I;T;S;C;H;I;N;A","1625573856938;1625573857426;1625573857629;1625573857849;1625573858008;1625573858231;1625573858446;1625573858725","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"knee","goti",,,,57498,1625573863089,2684,2145,233542,FALSE,"golu",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"71;79;76;85","G;O;L;U","1625573865234;1625573865290;1625573865458;1625573865617","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"tailor","mshoni",,,,60265,1625573867268,4666,3595,239703,FALSE,"iichikawa",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"73;73;67;72;73;75;65;87;65","I;I;C;H;I;K;A;W;A","1625573870863;1625573870933;1625573871104;1625573871202;1625573871341;1625573871555;1625573871649;1625573871743;1625573871798","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"bull","fahali",,,,60264,1625573873267,8040,2197,249076,TRUE,"fahali",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"70;65;72;65;76;73","F;A;H;A;L;I","1625573875464;1625573879998;1625573880142;1625573880317;1625573880876;1625573881058","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"leech","ruba",,,,57501,1625573882337,4165,3443,254271,FALSE,"goti",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"71;79;84;73","G;O;T;I","1625573885780;1625573885815;1625573886034;1625573886298","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"flavor","ladha",,,,60266,1625573888306,4496,4496,260571,FALSE,"",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"","","","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"tailor","mshoni",,,,60265,1625573894570,4436,3754,266775,FALSE,"ruba",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"82;85;66;65","R;U;B;A","1625573898324;1625573898443;1625573898768;1625573898915","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"economy","iktisadi",,,,57497,1625573900379,3459,2478,271607,FALSE,"ichikawa",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"73;67;72;73;75;65;87","I;C;H;I;K;A;W","1625573902857;1625573903051;1625573903186;1625573903284;1625573903488;1625573903643;1625573903788","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"forgery","ubini",,,,60267,1625573905453,4606,4178,277828,FALSE,"mogu",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"77;79;71;85","M;O;G;U","1625573909631;1625573909700;1625573909786;1625573909890","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"knee","goti",,,,57498,1625573911685,3873,2883,283327,TRUE,"goti",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"71;79;84;73","G;O;T;I","1625573914568;1625573914642;1625573915334;1625573915383","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"leech","ruba",,,,57501,1625573916572,3146,2551,287487,FALSE,"nobu",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"78;79;66;85","N;O;B;U","1625573919123;1625573919284;1625573919498;1625573919558","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"dog","mbwa",,,,57494,1625573920957,2351,1669,291077,TRUE,"mbwa",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"77;66;87;65","M;B;W;A","1625573922626;1625573922839;1625573923164;1625573923229","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"bull","fahali",,,,60264,1625573932205,3147,1643,303121,FALSE,"fahani",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"70;65;72;65;78;73","F;A;H;A;N;I","1625573933848;1625573934046;1625573934524;1625573934700;1625573935142;1625573935193","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"flavor","ladha",,,,60266,1625573924318,6570,4533,298657,FALSE,"nobi",TRUE,FALSE,0,15000,-0.8,0.5,0.15,"78;79;71;85;8;8;66;73","N;O;G;U;;;B;I","1625573928851;1625573928916;1625573929030;1625573929214;1625573929563;1625573929719;1625573930571;1625573930626","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"economy","iktisadi",,,,57497,1625573936598,4295,2380,308662,FALSE,"iktsida",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"73;75;84;83;73;68;65","I;K;T;S;I;D;A","1625573938978;1625573939317;1625573939546;1625573939864;1625573940222;1625573940409;1625573940623","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"knee","goti",,,,57498,1625573964172,2424,1866,334365,FALSE,"golu",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"71;79;76;85","G;O;L;U","1625573966038;1625573966124;1625573966295;1625573966447","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"tailor","mshoni",,,,60265,1625573943820,18808,,330397,FALSE,"ashalaw",TRUE,TRUE,0,15000,-0.8,0.5,0.15,"73;67;8;8;65;83;72;65;76;65;87","I;C;;;A;S;H;A;L;A;W","1625573959150;1625573959570;1625573960725;1625573961063;1625573961567;1625573961871;1625573961971;1625573962138;1625573962294;1625573962377;1625573962487","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"forgery","ubini",,,,60267,1625573973398,2121,,343288,FALSE,"",TRUE,TRUE,0,15000,-0.8,0.5,0.15,"80;8","P;","1625573974937;1625573975398","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"flavor","ladha",,,,60266,1625573967973,4184,3467,339926,FALSE,"",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"32","","1625573971440","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"economy","iktisadi",,,,57497,1625573981242,5518,78,354529,FALSE,"iktsiwa",TRUE,FALSE,0,15000,-0.8,0.5,0.15,"13;73;67;72;8;8;75;84;83;73;87;65","
;I;C;H;;;K;T;S;I;W;A","1625573981320;1625573982950;1625573983388;1625573983712;1625573984941;1625573985102;1625573985400;1625573985620;1625573985844;1625573985972;1625573986569;1625573986639","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"leech","ruba",,,,57501,1625573976405,3333,2874,347507,FALSE,"gobi",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"71;79;66;73","G;O;B;I","1625573979279;1625573979371;1625573979488;1625573979548","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"tailor","mshoni",,,,60265,1625573988340,3007,,359116,FALSE,"",TRUE,TRUE,0,15000,-0.8,0.5,0.15,"68;8","D;","1625573989667;1625573991242","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"forgery","ubini",,,,60267,1625574007836,2484,2484,378089,FALSE,"",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"","","","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"knee","goti",,,,57498,1625573993282,6443,5431,367494,FALSE,"nogu",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"78;79;71;85","N;O;G;U","1625573998713;1625573998793;1625573998889;1625573999237","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"bull","fahali",,,,60264,1625574000615,6208,5345,374592,TRUE,"fahali",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"70;65;72;65;76;73","F;A;H;A;L;I","1625574005960;1625574006120;1625574006230;1625574006335;1625574006474;1625574006649","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"dog","mbwa",,,,57494,1625574012075,1976,107,381820,TRUE,"mbwa",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"13;77;66;87;65","
;M;B;W;A","1625574012182;1625574013378;1625574013587;1625574013929;1625574014030","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"pearl","lulu",,,,57495,1625574015072,1961,1281,384802,TRUE,"lulu",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"76;85;76;85","L;U;L;U","1625574016353;1625574016534;1625574016734;1625574016879","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"tailor","mshoni",,,,60265,1625574018045,5952,,391766,FALSE,"",TRUE,TRUE,0,15000,-0.8,0.5,0.15,"80;8","P;","1625574022535;1625574023848","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"flavor","ladha",,,,60266,1625574025158,3139,134,396066,FALSE,"gobi",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"13;71;79;66;73","
;G;O;B;I","1625574025292;1625574027882;1625574027981;1625574028094;1625574028146","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"knee","goti",,,,57498,1625574044502,2408,1655,414679,FALSE,"gobu",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"71;79;66;85","G;O;B;U","1625574046157;1625574046358;1625574046521;1625574046647","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"economy","iktisadi",,,,57497,1625574029089,8169,1447,405027,FALSE,"iktside",TRUE,FALSE,0,15000,-0.8,0.5,0.15,"73;84;8;75;84;8;83;8;8;84;75;8;8;84;75;8;8;75;84;83;73;68;69","I;T;;K;T;;S;;;T;K;;;T;K;;;K;T;S;I;D;E","1625574030536;1625574030691;1625574031246;1625574031455;1625574031649;1625574032123;1625574032232;1625574033182;1625574033755;1625574033884;1625574034030;1625574035024;1625574035208;1625574035345;1625574035493;1625574035757;1625574035898;1625574036090;1625574036151;1625574036446;1625574036635;1625574036844;1625574036999","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"bull","fahali",,,,60264,1625574040137,3341,104,411247,TRUE,"fahali",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"13;70;65;72;65;76;73","
;F;A;H;A;L;I","1625574040241;1625574042722;1625574042880;1625574042939;1625574043071;1625574043155;1625574043349","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"flavor","ladha",,,,60266,1625574049814,9704,7885,427287,FALSE,"ichia",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"73;67;72;73;65","I;C;H;I;A","1625574057699;1625574059085;1625574059213;1625574059318;1625574059428","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"forgery","ubini",,,,60267,1625574063895,1390,1390,433054,FALSE,"",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"","","","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"leech","ruba",,,,57501,1625574060300,2880,113,430949,FALSE,"gobi",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"13;71;79;66;73","
;G;O;B;I","1625574060413;1625574062651;1625574062725;1625574062875;1625574062954","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"tailor","mshoni",,,,60265,1625574066045,964,964,434778,FALSE,"",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"","","","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"leech","ruba",,,,57501,1625574073413,3767,3380,444949,TRUE,"ruba",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"82;85;66;65","R;U;B;A","1625574076793;1625574076847;1625574077000;1625574077107","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"economy","iktisadi",,,,57497,1625574078201,4198,2017,450168,FALSE,"iktsadi",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"73;75;84;83;65;68;73","I;K;T;S;A;D;I","1625574080218;1625574080548;1625574080593;1625574080976;1625574081885;1625574082101;1625574082239","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"flavor","ladha",,,,60266,1625574086680,4382,3917,458831,FALSE,"ruba",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"82;85;66;65","R;U;B;A","1625574090597;1625574090767;1625574090817;1625574091057","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"bull","fahali",,,,60264,1625574091926,4054,90,463749,FALSE,"fahani",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"13;70;65;72;65;78;73","
;F;A;H;A;N;I","1625574092016;1625574094450;1625574094629;1625574094784;1625574094916;1625574095674;1625574095759","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"knee","goti",,,,57498,1625574097032,2478,77,467279,FALSE,"gobu",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"13;71;79;66;85","
;G;O;B;U","1625574097109;1625574098772;1625574098885;1625574099013;1625574099167","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"leech","ruba",,,,57501,1625574100498,4257,4257,472524,FALSE,"",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"","","","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"forgery","ubini",,,,60267,1625574106075,5470,190,479314,FALSE,"",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"13","
","1625574106265","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"tailor","mshoni",,,,60265,1625574113090,4761,114,485620,FALSE,"",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"13","
","1625574113204","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"cloud","wingu",,,,57496,1625574119861,5407,141,493037,FALSE,"wing",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"13;87;73;78;71","
;W;I;N;G","1625574120002;1625574124660;1625574124838;1625574125049;1625574125144","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"forgery","ubini",,,,60267,1625574126625,2743,86,497137,FALSE,"mhwani",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"13;77;72;87;65;78;73","
;M;H;W;A;N;I","1625574126711;1625574128550;1625574128750;1625574128911;1625574128978;1625574129013;1625574129228","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"flavor","ladha",,,,60266,1625574130316,4083,3586,502168,FALSE,"gobi",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"71;79;66;73","G;O;B;I","1625574133902;1625574134006;1625574134128;1625574134189","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"bull","fahali",,,,60264,1625574136264,4665,2352,508698,TRUE,"fahali",TRUE,FALSE,0,15000,-0.8,0.5,0.15,"71;8;70;65;72;65;76;73","G;;F;A;H;A;L;I","1625574138616;1625574139131;1625574139206;1625574139418;1625574139528;1625574139660;1625574140256;1625574140675","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"economy","iktisadi",,,,57497,1625574141948,5111,2143,514828,FALSE,"iktsaidi",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"73;75;84;83;65;73;68;73","I;K;T;S;A;I;D;I","1625574144091;1625574144360;1625574144650;1625574145132;1625574145387;1625574146458;1625574146653;1625574146767","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"leech","ruba",,,,57501,1625574151695,4410,2338,523874,FALSE,"gobu",TRUE,FALSE,0,15000,-0.8,0.5,0.15,"71;73;8;79;66;85","G;I;;O;B;U","1625574154033;1625574154318;1625574154711;1625574155552;1625574155727;1625574155891","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"knee","goti",,,,57498,1625574157088,4488,3839,529345,FALSE,"lulu",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"76;85;76;85","L;U;L;U","1625574160927;1625574161092;1625574161319;1625574161401","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"tailor","mshoni",,,,60265,1625574175898,2084,1237,545751,FALSE,"mghwasi",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"77;71;72;87;65;83;73","M;G;H;W;A;S;I","1625574177135;1625574177250;1625574177335;1625574177509;1625574177720;1625574177759;1625574177814","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"forgery","ubini",,,,60267,1625574163750,10915,,542434,FALSE,"mghwasi",TRUE,TRUE,0,15000,-0.8,0.5,0.15,"13;71;72;8;8;77;71;87;8;70;65;83;73;8;8;8;8;72;87;65;83;73","
;G;H;;;M;G;W;;F;A;S;I;;;;;H;W;A;S;I","1625574163871;1625574169430;1625574169594;1625574170047;1625574170227;1625574170665;1625574170805;1625574171392;1625574171931;1625574172354;1625574172597;1625574172689;1625574172791;1625574173085;1625574173241;1625574173385;1625574173525;1625574173784;1625574174123;1625574174247;1625574174387;1625574174506","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
"English-Swahili A",1266,60556,"flavor","ladha",,,,60266,1625574179227,4368,3651,551364,FALSE,"lulu",FALSE,FALSE,0,15000,-0.8,0.5,0.15,"76;85;76;85","L;U;L;U","1625574182878;1625574183097;1625574183288;1625574183421","f3602d16-e5d5-4fcf-9f03-699e555c7918",FALSE
